,Unnamed: 0,activity_name,description,url,image,available_days,available_times,latitude,longitude,address,price,currency,category,week,destination,hours_min,hours_max
579,74,Entrada al Zoo de Central Park,"Con esta entrada al Zoo de Central Park descubriréis los paisajes tropical, templado y polar en un solo día y sin salir de Nueva York. ¡Una experiencia salvaje!",www.civitatis.com/es/nueva-york/entrada-zoo-central-park/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-zoo-central-park-list.jpg,"['13', '14', '16', '17', '15', '12']","[['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00']]",40.767704,-73.971988,"Central Park Zoo, East 64th Street, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States",4.5,EUR,,2,nueva-york,,
580,75,Ferry a Hoboken + Tour por Hudson River Waterfront,En este tour viajaremos en ferry hasta Hoboken y recorreremos el Hudson River Waterfront. ¡Iremos a los mejores miradores para ver el skyline de Manhattan!,www.civitatis.com/es/nueva-york/tour-hudson-river-waterfront/,www.civitatis.com/f/estados-unidos/nueva-york/tour-hudson-river-waterfront-list.jpg,['16'],[['16:00']],40.76042232239172,-74.00335637976485,"West Midtown Ferry Terminal, 459, 12th Avenue, Hudson Yards, Manhattan, New York County, City of New York, New York, 10018, United States",12.1,EUR,Español,2,nueva-york,3.0,3.0
581,76,Entrada al Museo Americano de Historia Natural,Descubrid una de las colecciones de ciencias naturales más famosas del mundo visitando el Museo Americano de Historia Natural. ¡Conoceréis al temible T-Rex!,www.civitatis.com/es/nueva-york/entrada-museo-americano-historia-natural/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-americano-historia-natural-list.jpg,"['14', '16', '12', '17', '15', '13']","[['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00']]",40.7812927,-73.974525,"American Museum of Natural History, 180, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States",8.69,EUR,,2,nueva-york,,
582,77,Entrada al Museo Guggenheim de Nueva York,Con la entrada al Museo Guggenheim de Nueva York visitaréis una de las colecciones de arte moderno más importantes del mundo. ¡Ideal para amantes del arte!,www.civitatis.com/es/nueva-york/entrada-museo-guggenheim-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-guggenheim-nueva-york-list.jpg,"['12', '13', '15', '16', '17']","[[], [], [], [], []]",40.78299585,-73.95893839,"Guggenheim Museum, 1071, 5th Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",8.4,EUR,,2,nueva-york,,
583,78,City Climb: escalada en The Edge,Poned a prueba vuestros límites en la experiencia City Climb en The Edge. Escalaréis por uno de los rascacielos más altos de Nueva York. ¡Alucinante!,www.civitatis.com/es/nueva-york/city-climb-escalada-edge/,www.civitatis.com/f/estados-unidos/nueva-york/city-climb-escalada-edge-list.jpg,"['13', '14', '16', '15', '17', '12']","[['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:15', '13:15', '15:45', '9:45']]",40.7540621,-74.0000041,"MUJI, 20, West 33rd Street, Hudson Yards, Manhattan, New York County, City of New York, New York, 10001, United States",70.5,EUR,Inglés,2,nueva-york,361.0,1.5
584,79,Barco navideño de Nueva York,¿Os imagináis cantar villancicos y beber chocolate caliente mientras navegáis por el río Hudson? El barco navideño de Nueva York es el plan ideal para vosotros.,www.civitatis.com/es/nueva-york/barco-navidad-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/barco-navidad-nueva-york-list.jpg,"['16', '17']","[['13:45', '16:15', '18:45', '21:00'], ['18:45']]",40.74831316003463,-74.00890284285101,"Chelsea Piers, 11th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",29.5,EUR,Paseos en barco,2,nueva-york,1.5,1.5
585,80,Entrada al Museo Banksy de Nueva York,¡Comprad ya la entrada al Museo Banksy de Nueva York! Descubriréis las obras más destacadas de uno de los artistas urbanos más importantes del siglo XXI.,www.civitatis.com/es/nueva-york/entrada-museo-banksy/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-banksy-list.jpg,"['14', '17', '15', '16', '12', '13']","[[], [], [], [], [], []]",40.71928936445519,-74.0016263073409,"UFC Gym, 277, Canal Street, SoHo, Manhattan, New York County, City of New York, New York, 10013, United States",6.0,EUR,,2,nueva-york,,
586,81,Entrada a LEGOLAND Nueva York,¿Sois unos apasionado de los ladrillos de juguete más famosos del mundo? La entrada a LEGOLAND Nueva York os permitirá pasar un día cargado de diversión.,www.civitatis.com/es/nueva-york/entrada-legoland-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-legoland-nueva-york-list.jpg,"['17', '16']","[[], []]",41.37682361,-74.31191717,"Legoland New York, Harriman Drive, Town of Goshen, Orange County, New York, 10924, United States",22.04,EUR,,2,nueva-york,,
587,82,Entrada al Museo de la Ciudad de Nueva York,"Con esta entrada al Museo de la Ciudad de Nueva York visitaréis su exposición permanente, que repasa la evolución de Manhattan y sus alrededores.",www.civitatis.com/es/nueva-york/entrada-museo-ciudad-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-ciudad-nueva-york-list.jpg,"['14', '17', '15', '16']","[[], [], [], []]",40.792646,-73.952167,"5th Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",6.0,EUR,,2,nueva-york,,
588,83,Entradas para Hamilton,Con vuestra entrada para el musical Hamilton repasaréis la historia de los Padres Fundadores a través de uno de los grandes éxitos de Broadway.,www.civitatis.com/es/nueva-york/entradas-hamilton/,www.civitatis.com/f/estados-unidos/nueva-york/entradas-hamilton-list.jpg,"['15', '12', '14', '13', '17', '16']","[['19:00'], ['19:00'], ['19:00'], ['19:00'], ['13:00'], ['13:00', '19:00']]",40.75887613,-73.98622623,"Marquis Theatre, 210, West 46th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States",24.0,EUR,Espectáculos,2,nueva-york,2.5,2.5
589,84,Entrada al Whitney Museum of American Art,Reservando esta entrada al Whitney Museum of American Art disfrutaréis de la mayor colección de arte estadounidense del siglo XX en pleno centro de Nueva York.,www.civitatis.com/es/nueva-york/entrada-whitney-museum-american-art/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-whitney-museum-american-art-list.jpg,"['13', '14', '17', '15', '16']","[[], [], [], [], []]",40.7394562,-74.0089337,"Whitney Museum of American Art, 99, Gansevoort Street, Meatpacking District, Manhattan, New York County, City of New York, New York, 10014, United States",6.0,EUR,,2,nueva-york,,
590,85,Entrada al Museo de Broadway,Con esta entrada al Museo de Broadway podréis adentraros entre las bambalinas de los famosos espectáculos de Nueva York. ¡Descubriréis todos sus secretos!,www.civitatis.com/es/nueva-york/entrada-museo-broadway/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-broadway-list.jpg,"['13', '16', '17', '14', '15', '12']","[[], ['16:00', '16:15', '16:30', '16:45', '17:00'], ['16:00', '16:15', '16:30', '16:45', '17:00'], ['16:00', '16:15', '16:45', '17:00'], ['16:00', '16:15', '16:30', '16:45', '17:00'], []]",40.75759948,-73.98429487,"O'Lunney's, 145, West 45th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States",10.53,EUR,,2,nueva-york,,
591,86,Tour por Grand Central Terminal,En este tour por Grand Central Terminal descubriremos la historia de una de las estaciones de tren más famosas del mundo. ¡Bienvenidos al corazón de Manhattan!,www.civitatis.com/es/nueva-york/tour-grand-central-terminal/,www.civitatis.com/f/estados-unidos/nueva-york/tour-grand-central-terminal-list.jpg,['17'],[['15:00']],40.7527869,-73.977271,"Grand Central Terminal, 89, East 42nd Street, Midtown East, Manhattan, New York County, City of New York, New York, 10017, United States",6.0,EUR,Español,2,nueva-york,1.5,1.5
592,87,Entrada a El Museo del Barrio,Con esta entrada a El Museo del Barrio de East Harlem visitaréis una amplia colección del arte puertorriqueño y de otras destacadas comunidades de Nueva York.,www.civitatis.com/es/nueva-york/entrada-museo-barrio/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-barrio-list.jpg,"['14', '17', '15', '16']","[[], [], [], []]",40.793248,-73.951715,"El Museo Del Barrio, 1230, 5th Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",1.8,EUR,,2,nueva-york,,
593,88,Entrada a Artechouse NYC,"Beyond the Light es una exposición interactiva inspirada en el universo y creada por Artechouse NYC y la NASA. ¡Arte, ciencia e innovación en un mismo espacio!",www.civitatis.com/es/nueva-york/entrada-artechouse/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-artechouse-list.jpg,"['17', '15', '16']","[[], [], []]",40.74252291,-74.00659187,"Highline Stages, 440, West 15th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",7.5,EUR,,2,nueva-york,,
594,89,Tour por el Rockefeller Center,Acompañadnos a conocer los secretos de uno de los complejos arquitectónicos más importantes de Nueva York en este tour por el Rockefeller Center. ¡Os encantará!,www.civitatis.com/es/nueva-york/tour-rockefeller-center/,www.civitatis.com/f/estados-unidos/nueva-york/tour-rockefeller-center-list.jpg,"['17', '12', '15', '14', '13', '16']","[['10:30', '12:00', '13:30', '16:30'], ['10:30', '12:00', '13:30', '16:30'], ['10:30', '12:00', '13:30', '16:30'], ['10:30', '12:00', '13:30', '16:30'], ['10:30', '12:00', '13:30', '16:30'], ['10:30', '12:00', '13:30', '16:30']]",0.0,0.0,,7.35,EUR,Inglés,2,nueva-york,361.0,1.5
595,90,Entrada al Museo Paradox de Nueva Jersey,¡Esperad lo inesperado con la entrada al Museo Paradox de Nueva Jersey! Un lugar de lo más instagrameable con experiencias interactivas y muchas sorpresas más.,www.civitatis.com/es/nueva-york/entrada-museo-paradox-nueva-jersey/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-paradox-nueva-jersey-list.jpg,"['13', '16', '15', '14', '12', '17']","[[], [], [], [], [], []]",40.8094502,-74.0669268,"American Dream, South Connection Road, East Rutherford, Bergen County, New Jersey, 07094, United States",7.73,EUR,,2,nueva-york,,
596,91,Entrada al Zoo de Central Park,"Con esta entrada al Zoo de Central Park descubriréis los paisajes tropical, templado y polar en un solo día y sin salir de Nueva York. ¡Una experiencia salvaje!",www.civitatis.com/es/nueva-york/entrada-zoo-central-park/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-zoo-central-park-list.jpg,"['13', '14', '16', '17', '15', '12']","[['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00'], ['10:00', '11:00', '12:00', '13:00', '14:00', '15:00']]",40.767704,-73.971988,"Central Park Zoo, East 64th Street, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States",4.5,EUR,,2,nueva-york,,
597,92,Ferry a Hoboken + Tour por Hudson River Waterfront,En este tour viajaremos en ferry hasta Hoboken y recorreremos el Hudson River Waterfront. ¡Iremos a los mejores miradores para ver el skyline de Manhattan!,www.civitatis.com/es/nueva-york/tour-hudson-river-waterfront/,www.civitatis.com/f/estados-unidos/nueva-york/tour-hudson-river-waterfront-list.jpg,['16'],[['16:00']],40.76042232239172,-74.00335637976485,"West Midtown Ferry Terminal, 459, 12th Avenue, Hudson Yards, Manhattan, New York County, City of New York, New York, 10018, United States",12.1,EUR,Español,2,nueva-york,3.0,3.0
598,93,Entrada al Museo Americano de Historia Natural,Descubrid una de las colecciones de ciencias naturales más famosas del mundo visitando el Museo Americano de Historia Natural. ¡Conoceréis al temible T-Rex!,www.civitatis.com/es/nueva-york/entrada-museo-americano-historia-natural/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-americano-historia-natural-list.jpg,"['14', '16', '12', '17', '15', '13']","[['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00']]",40.7812927,-73.974525,"American Museum of Natural History, 180, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States",8.69,EUR,,2,nueva-york,,
599,94,Entrada al Museo Guggenheim de Nueva York,Con la entrada al Museo Guggenheim de Nueva York visitaréis una de las colecciones de arte moderno más importantes del mundo. ¡Ideal para amantes del arte!,www.civitatis.com/es/nueva-york/entrada-museo-guggenheim-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-museo-guggenheim-nueva-york-list.jpg,"['12', '13', '15', '16', '17']","[[], [], [], [], []]",40.78299585,-73.95893839,"Guggenheim Museum, 1071, 5th Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",8.4,EUR,,2,nueva-york,,
600,95,City Climb: escalada en The Edge,Poned a prueba vuestros límites en la experiencia City Climb en The Edge. Escalaréis por uno de los rascacielos más altos de Nueva York. ¡Alucinante!,www.civitatis.com/es/nueva-york/city-climb-escalada-edge/,www.civitatis.com/f/estados-unidos/nueva-york/city-climb-escalada-edge-list.jpg,"['13', '14', '16', '15', '17', '12']","[['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:45', '10:15', '13:15', '15:45', '9:45'], ['11:45', '12:15', '12:45', '14:45', '15:15', '13:45', '10:15', '13:15', '15:45', '9:45']]",40.7540621,-74.0000041,"MUJI, 20, West 33rd Street, Hudson Yards, Manhattan, New York County, City of New York, New York, 10001, United States",70.5,EUR,Inglés,2,nueva-york,361.0,1.5
601,96,Barco navideño de Nueva York,¿Os imagináis cantar villancicos y beber chocolate caliente mientras navegáis por el río Hudson? El barco navideño de Nueva York es el plan ideal para vosotros.,www.civitatis.com/es/nueva-york/barco-navidad-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/barco-navidad-nueva-york-list.jpg,"['16', '17']","[['13:45', '16:15', '18:45', '21:00'], ['18:45']]",40.74831316003463,-74.00890284285101,"Chelsea Piers, 11th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",29.5,EUR,Paseos en barco,2,nueva-york,1.5,1.5
602,97,Contrastes de Nueva York,"Contrastes de Nueva York es la excursión más popular de la ciudad que nunca duerme y en ella conoceremos los barrios de Queens, el Bronx y Brooklyn.",www.civitatis.com/es/nueva-york/contrastes-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/contrastes-nueva-york-list.jpg,"['16', '15', '12', '17', '14', '13']","[['9:00'], ['9:00', '14:15'], ['9:00'], ['9:00'], ['9:00'], ['9:00', '14:15']]",40.76001398036848,-73.9884381545964,"Riu Plaza Hotel, 305, West 46th Street, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",14.0,EUR,Español,2,nueva-york,4.0,4.0
603,98,Contrastes de Nueva York VIP,"En este tour de contrastes de Nueva York VIP recorreremos los barrios de Bronx, Queens , Brooklyn y Long Island City en grupos reducidos. ¡Os encantará!",www.civitatis.com/es/nueva-york/contrastes-nueva-york-vip/,www.civitatis.com/f/estados-unidos/nueva-york/contrastes-nueva-york-vip-list.jpg,"['14', '16', '12', '17']","[['8:00'], ['8:00'], ['8:00'], ['8:00']]",0.0,0.0,,26.0,EUR,Español,2,nueva-york,4.0,4.0
604,99,Entrada al SUMMIT de Nueva York,Con la entrada al SUMMITde Nueva York subiréis a uno de los miradores más sorprendentes de Manhattan. ¡Disfrutaréis del skyline a más de 300 metros de altura!,www.civitatis.com/es/nueva-york/entrada-summit-one-vanderbilt/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-summit-one-vanderbilt-list.jpg,"['15', '14', '13', '17', '16', '12']","[[], [], [], [], [], []]",40.7525307,-73.9784592,"Grand Central, East 42nd Street, Midtown East, Manhattan, New York County, City of New York, New York, 10017, United States",11.71,EUR,,2,nueva-york,,
605,100,Excursión a Washington DC,"En esta excursión a Washington DC iremos a la capital de Estados Unidos para conocer la Casa Blanca, el cementerio de Arlington y mucho más.",www.civitatis.com/es/nueva-york/excursion-washington/,www.civitatis.com/f/estados-unidos/nueva-york/excursion-washington-list.jpg,"['15', '14', '13', '12', '17', '16']","[['6:00'], ['6:00'], ['6:00'], ['6:00'], ['6:00'], ['6:00']]",0.0,0.0,,50.0,EUR,Español,2,nueva-york,360.0,16.0
606,101,,"Servicio privado, puerta a puerta y al mejor precio. Un chófer os esperará en el aeropuerto, en el hotel o donde queráis para llevaros a vuestro destino. Rápido y seguro.",,www.civitatis.comhttps://www.civitatis.com/f/images/promos/traslados-list.jpg,"['14', '17', '15', '16', '12', '13']","[[], [], [], [], [], []]",,,,,,"Seguro, sin contratiempos",2,nueva-york,,
607,102,Go City: New York Explorer Pass,Con esta tarjeta turística tendréis acceso a más de 90 atracciones y ahorraréis hasta un 50% en museos y lugares como el Empire State o The Top of The Rock.,www.civitatis.com/es/nueva-york/new-york-explorer-pass/,www.civitatis.com/f/estados-unidos/nueva-york/new-york-explorer-pass-list.jpg,"['14', '17', '15', '16', '12', '13']","[[], [], [], [], [], []]",0.0,0.0,,18.48,EUR,,2,nueva-york,,
608,103,Paseo en helicóptero por Nueva York,El paseo en helicóptero por Nueva York es la experiencia más envidiable de la ciudad que nunca duerme. ¡Es emocionante y ofrece las mejores vistas Manhattan!,www.civitatis.com/es/nueva-york/paseo-helicoptero-manhattan/,www.civitatis.com/f/estados-unidos/nueva-york/paseo-helicoptero-manhattan-list.jpg,"['14', '16', '13', '15', '12']","[[], [], [], [], []]",40.7016164,-74.0092763,"Downtown Manhattan Heliport, East River Greenway, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10041, United States",60.69,EUR,Inglés,2,nueva-york,288.0,0.3333333333333333
609,104,Oferta: Tour de Contrastes + Misa Góspel,¿Estáis en Nueva York un domingo? Combinad nuestros tours Contrastes de Nueva York y Misa Góspel para ahorrar tiempo y dinero. ¡Una experiencia irrepetible!,www.civitatis.com/es/nueva-york/oferta-tour-combinado-gospel/,www.civitatis.com/f/estados-unidos/nueva-york/oferta-tour-combinado-gospel-list.jpg,['17'],[['8:30']],40.76019570617939,-73.98810919681918,"Hotel Riu Plaza New York Times Square, 305, West 46th Street, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",34.0,EUR,Español,2,nueva-york,144.0,7.0
610,105,Entrada al Empire State,"Ascended al mirador del Empire State, uno de los edificios más famosos del mundo, y disfrutad de unas vistas únicas de la Gran Manzana a 320 metros de altura.",www.civitatis.com/es/nueva-york/entrada-empire-state/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-empire-state-list.jpg,"['12', '17', '16', '15', '14', '13']","[[], [], [], [], [], []]",40.7487836,-73.9861577,"Empire State Building, 350, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10118, United States",12.52,EUR,,2,nueva-york,,
611,106,Tour por el Alto y Bajo Manhattan,Este tour por el Alto y Bajo Manhattan es la mejor forma de adentrarse en la historia y el ambiente de Nueva York y comenzar a tomar el pulso de la ciudad.,www.civitatis.com/es/nueva-york/tour-manhattan/,www.civitatis.com/f/estados-unidos/nueva-york/tour-manhattan-list.jpg,"['16', '14', '13', '15', '12']","[['9:00'], ['9:00'], ['9:00'], ['9:00'], ['9:00']]",40.76019570617939,-73.98810919681918,"Hotel Riu Plaza New York Times Square, 305, West 46th Street, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",17.0,EUR,Español,2,nueva-york,3.5,3.5
612,107,Entrada al Top of The Rock,Con esta entrada al Top of The Rock visitaréis uno de los miradores más icónicos de Nueva York. Una panorámica increíble en la planta 70 del Rockefeller Center.,www.civitatis.com/es/nueva-york/entrada-top-rock/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-top-rock-list.jpg,"['13', '15', '12', '14', '17', '16']","[[], [], [], [], [], []]",40.75940312,-73.98021881,"Rockefeller Center, 45, Rockefeller Plaza, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10111, United States",10.89,EUR,,2,nueva-york,,
613,108,Entrada a The Edge,Disfrutad de una de las mejores vistas de Nueva York a 345 metros de altura con esta entrada a The Edge. ¡El skyline de Manhattan os espera!,www.civitatis.com/es/nueva-york/entrada-the-edge/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-the-edge-list.jpg,"['16', '15', '12', '13', '14', '17']","[[], [], [], [], [], []]",40.7541309,-74.0009561,"30 Hudson Yards, 30, West 33rd Street, Hudson Yards, Manhattan, New York County, City of New York, New York, 10001, United States",15.25,EUR,,2,nueva-york,,
614,109,Tour de compras por los outlets,Woodbury Common Premium Outlets es el centro comercial de tiendas con descuento más famoso de Nueva York. ¡Podréis renovar vuestro vestuario a precio reducido!,www.civitatis.com/es/nueva-york/tour-compras-outlets/,www.civitatis.com/f/estados-unidos/nueva-york/tour-compras-outlets-list.jpg,"['12', '15', '16', '14', '13', '17']","[['8:30', '9:30'], ['8:30', '9:30'], ['8:30', '9:30'], ['8:30', '9:30'], ['8:30', '9:30'], ['8:30', '9:30']]",40.7621877,-73.9839759,"213, West 51st Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",13.5,EUR,Excursiones de un día,2,nueva-york,726.0,8.0
615,110,Tour nocturno por Nueva York,En este tour nocturno por Nueva York iremos a las zonas con más ambiente y disfrutaremos de las mejores panorámicas de Manhattan bajo la luz de la luna.,www.civitatis.com/es/nueva-york/tour-nocturno-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/tour-nocturno-nueva-york-list.jpg,"['14', '16', '15', '13', '12']","[['19:00'], ['19:00'], ['19:00'], ['19:00'], ['19:00']]",40.76005562510557,-73.98795746930713,"Riu Plaza Hotel, 305, West 46th Street, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",22.0,EUR,Español,2,nueva-york,4.0,4.0
616,111,Tour a la Estatua de la Libertad y Ellis Island,"En este tour zarparemos desde Manhattan en un ferry hasta la Estatua de la Libertad, el símbolo de Nueva York. Además, visitaremos Ellis Island y su museo.",www.civitatis.com/es/nueva-york/tour-estatua-libertad/,www.civitatis.com/f/estados-unidos/nueva-york/tour-estatua-libertad-list.jpg,"['14', '15', '16', '12', '13', '17']","[['9:30'], ['9:30'], ['9:30'], ['9:30'], ['9:30'], ['9:30']]",40.70324699689215,-74.01423457472477,"Pearl Street, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10038, United States",17.7,EUR,Español,2,nueva-york,4.0,4.0
617,112,New York CityPASS®,Con la tarjeta turística New York CityPASS® podréis disfrutar de la forma más económica de las principales atracciones de Manhattan y alrededores.,www.civitatis.com/es/nueva-york/new-york-citypass/,www.civitatis.com/f/estados-unidos/nueva-york/new-york-citypass-list.jpg,"['14', '17', '15', '16', '12', '13']","[[], [], [], [], [], []]",0.0,0.0,,29.2,EUR,Entradas,2,nueva-york,216.0,216.0
618,113,Excursión a las Cataratas del Niágara,"En esta excursión de un día desde Nueva York descubrirás las Cataratas del Niágara, uno de los espectáculos naturales más increíbles del mundo.",www.civitatis.com/es/nueva-york/excursion-cataratas-niagara-autobus/,www.civitatis.com/f/estados-unidos/nueva-york/excursion-cataratas-niagara-autobus-list.jpg,"['14', '16']","[['4:00'], ['4:00']]",40.7595892,-73.9846122,"Lids, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",67.25,EUR,Español,2,nueva-york,456.0,20.0
619,114,Excursión a Boston,"En la excursión a Boston visitaremos una de las ciudades más antiguas de Estados Unidos, que combina historia y tradición con modernidad y ambiente estudiantil.",www.civitatis.com/es/nueva-york/excursion-boston/,www.civitatis.com/f/estados-unidos/nueva-york/excursion-boston-list.jpg,"['16', '13']","[['6:20'], ['6:20']]",40.76237869489577,-73.98201814047518,"Sheraton New York Times Square Hotel, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",24.0,EUR,Español,2,nueva-york,14.0,14.0
620,115,Free tour por Nueva York,"En este free tour por Nueva York exploraremos la ciudad que nunca duerme pasando por lugares tan icónicos como Wall Street, Battery Park o el Memorial del 11-S.",www.civitatis.com/es/nueva-york/free-tour-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/free-tour-nueva-york-list.jpg,"['14', '16', '12', '17', '15', '13']","[['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00'], ['10:00']]",40.7043347,-74.0138948,"National Archives of New York City, 1, Bowling Green, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10275, United States",2.25,EUR,Español,2,nueva-york,2.5,2.5
621,116,Entrada al Memorial y al Museo del 11-S,Recorre este homenaje a las numerosas víctimas del atentado terrorista del 11 de septiembre. Encontrarás restos de las Torres Gemelas en el museo.,www.civitatis.com/es/nueva-york/entrada-memorial-museo-11-s/,www.civitatis.com/f/estados-unidos/nueva-york/entrada-memorial-museo-11-s-list.jpg,"['13', '16', '14', '17', '15']","[[], [], [], [], []]",40.7117367,-74.0133007,"National September 11 Memorial & Museum, 180, Greenwich Street, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10007, United States",5.5,EUR,,2,nueva-york,,
622,117,Tour privado por Nueva York,¿Contrastes? ¿Alto y Bajo Manhattan? Conoced la ciudad que nunca duerme de forma exclusiva con este tour privado por Nueva York. ¿Os lo vais a perder?,www.civitatis.com/es/nueva-york/tour-privado-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/tour-privado-nueva-york-list.jpg,"['14', '17', '15', '16', '12', '13']","[[], [], [], [], [], []]",0.0,0.0,,80.0,EUR,Español,2,nueva-york,723.0,7.0
623,0,Tour privado por Nueva York,¿Contrastes? ¿Alto y Bajo Manhattan? Conoced la ciudad que nunca duerme de forma exclusiva con este tour privado por Nueva York. ¿Os lo vais a perder?,www.civitatis.com/es/nueva-york/tour-privado-nueva-york/,www.civitatis.com/f/estados-unidos/nueva-york/tour-privado-nueva-york-list.jpg,"['23', '20', '24', '19', '21', '22']","[[], [], [], [], [], []]",0.0,0.0,,80.0,EUR,Español,3,nueva-york,723.0,7.0
624,1,Excursión a Filadelfia y la región Amish,En esta excursión a Filadelfia conoceremos la ciudad donde se constituyó la Declaración de Independencia y recorreremos la región de los Amish y sus paisajes.,www.civitatis.com/es/nueva-york/excursion-filadelfia-amish/,www.civitatis.com/f/estados-unidos/nueva-york/excursion-filadelfia-amish-list.jpg,['22'],[['6:30']],0.0,0.0,,42.0,EUR,Español,3,nueva-york,17280.0,14.5
