,activity_name,description,url,image,image2,available_days,available_times,duration,latitude,longitude,address,price,currency,category
43,Entrada a la basílica de Saint-Denis,¿Sabíais que la primera construcción gótica del mundo fue la basílica de Saint-Denis? Conoced este templo de las afueras de París con esta entrada.,www.civitatis.com/es/paris/entrada-basilica-saint-denis/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-basilica-saint-denis-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",Entradas,48.935714,2.358741,,4.25,EUR,
44,Visita guiada por el Sacré Coeur,"Esta visita guiada por el Sacré Coeur es sin duda la mejor forma de conocer uno de los templos más icónicos de París, ubicado en la colina de Montmartre.",www.civitatis.com/es/paris/visita-guiada-sacre-coeur/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/visita-guiada-sacre-coeur-list.jpg,['09'],[['18:15']],1 hora,48.886213,2.343324,"Parvis du Sacré-Cœur, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",3.0,EUR,Español
45,Hard Rock Cafe Paris sin colas,"Disfrutad de una deliciosa comida o cena en el Hard Rock Cafe Paris, uno de los locales más populares de la ciudad. ¡A solo unos pasos de la Ópera!",www.civitatis.com/es/paris/hard-rock-cafe-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/hard-rock-cafe-paris-list.jpg,"['10', '12', '09']","[['12:00', '13:00', '14:00', '15:00', '16:00', '17:00', '18:00', '19:00', '20:00', '21:00', '22:00', '23:00'], ['12:00', '13:00', '14:00', '15:00', '16:00', '17:00', '18:00', '19:00', '20:00', '21:00', '22:00', '23:00'], ['12:00', '13:00', '14:00', '15:00', '16:00', '17:00', '18:00', '19:00', '20:00', '21:00', '22:00', '23:00']]",Gastronomía y enoturismo,48.871846,2.341507,"Kilo Shop, 10, Boulevard Montmartre, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",6.0,EUR,
46,Tour en bicicleta por París,"En este tour en bicicleta por París descubriremos a golpe de pedal la hermosa capital de Francia, pasando por los lugares más icónicos de la Ciudad de la Luz.",www.civitatis.com/es/paris/tour-bicicleta-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-bicicleta-paris-list.jpg,['09'],"[['10:15', '14:00']]",3 horas,48.8713403,2.334001,"4, Rue de la Chaussée-d'Antin, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",7.8,EUR,Español
47,Entrada al Paradox Museum de París,¿Estáis buscando planes diferentes en París? Con esta entrada al Paradox Museum disfrutaréis de increíbles ilusiones ópticas junto a la famosa Ópera Garnier.,www.civitatis.com/es/paris/entrada-paradox-museum/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-paradox-museum-list.jpg,"['09', '10', '12', '11']","[[], [], [], []]",1h 30m,48.871086,2.334597,"36, Boulevard des Italiens, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",5.4,EUR,Entradas
48,Entrada al Museo de la Orangerie,"Con la entrada al Museo de la Orangerie podréis contemplar una excelente colección de pinturas impresionistas, entre las que destacan obras de Monet.",www.civitatis.com/es/paris/entrada-museo-orangerie/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-museo-orangerie-list.jpg,"['10', '11', '09']","[[], [], []]",Entradas,48.86388193,2.32260212,"Terrasse de l'Orangerie, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",0.5,EUR,
49,Juego de pistas en París: Historia de amor en Montmartre,El juego de pistas en París: Historia de amor en Montmartre es una yincana por el barrio bohemio de la ciudad en la que resolveréis acertijos con una app.,www.civitatis.com/es/paris/juego-pistas-paris-historia-amor-montmartre/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/juego-pistas-paris-historia-amor-montmartre-list.jpg,"['10', '11', '12', '09']","[['0:00'], ['0:00'], ['0:00'], ['0:00']]",56m -1h 26m,48.884131,2.332122,"90, Boulevard de Clichy, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",3.6,EUR,Español
50,Entrada al museo Choco Story de París,Con esta entrada al museo Choco Story de París podréis conocer la historia del cacao visitando una exposición interactiva y haciendo una cata de chocolate.,www.civitatis.com/es/paris/entrada-choco-story-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-choco-story-paris-list.jpg,"['10', '12', '09', '11']","[[], [], [], []]",1h 30m,48.8705899,2.3500828,"Boulevard de Bonne Nouvelle, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",3.0,EUR,Gastronomía y enoturismo
51,Entrada a la Conciergerie,Con esta entrada a la Conciergerie de París descubriréis la historia de este antiguo palacio real que fue una prisión durante la Revolución Francesa.,www.civitatis.com/es/paris/entrada-conciergerie/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-conciergerie-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",Entradas,48.855671,2.345556,"Cour du Mai, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",4.9,EUR,
52,Tour en bicicleta por Versalles,Acompañadnos en este tour en bicicleta por Versalles en el que recorreremos sus jardines de forma diferente. Incluye entradas al palacio y tren desde París.,www.civitatis.com/es/paris/tour-bicicleta-versalles/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-bicicleta-versalles-list.jpg,"['09', '10', '12']","[['9:00'], ['9:00'], ['9:00']]",8h 30m,48.846188874439,2.277821285728,"Avenue Émile Zola, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",23.8,EUR,Inglés
53,Tour en Citroën DS por París,¿Queréis descubrir la capital francesa de un modo diferente? En este tour en Citroën DS por París recorreremos la ciudad de la luz en un vehículo vintage.,www.civitatis.com/es/paris/tour-citroen-ds/,www.civitatis.com/f/francia/paris/tour-citroen-ds-list.jpg,,"['11', '12', '10', '09']","[[], [], [], []]",1 -2h,0.0,0.0,,28.75,EUR,Inglés
54,"Ile de la Cité, Notre Dame y Saint Séverin","Descubrid qué sucedió en el incendio de Notre Dame, visitad el interior de su ""hermana pequeña"" y explorad la Ile de la Cité, la zona más antigua de París​.",www.civitatis.com/es/paris/visita-guiada-notre-dame/,www.civitatis.com/f/francia/paris/visita-guiada-notre-dame-list.jpg,,['09'],[['15:45']],1h 30m,48.8517496,2.3480958,"Le Philanthro-Lab, Rue de l'Hôtel Colbert, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",4.5,EUR,Español
55,Free tour del arte por París,En este free tour de arte caminaremos por los lugares más auténticos de la capital francesa descubriendo las intimidades de la expresión artística parisina.,www.civitatis.com/es/paris/free-tour-arte-paris/,www.civitatis.com/f/francia/paris/free-tour-arte-paris-list.jpg,,"['09', '12', '11', '10']","[['12:00'], ['12:00'], ['12:00'], ['12:00']]",2 horas,48.8632276,2.33609873,"Place Colette, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",2.0,EUR,Español
56,Entrada al castillo de Vincennes y su capilla,Con esta entrada al castillo de Vincelles y su capilla descubriréis toda una joya de la Edad Media a la que se puede llegar en metro desde París.,www.civitatis.com/es/paris/entrada-castillo-vincennes/,www.civitatis.com/f/francia/paris/entrada-castillo-vincennes-list.jpg,,"['11', '12', '10', '09']","[[], [], [], []]",Entradas,48.844368,2.436556,"Château de Vincennes, Avenue du Général de Gaulle, Vignerons, Vincennes, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94300, France",6.25,EUR,
57,Entrada al Ballon de Paris Generali,Con vuestra entrada al Ballon de Paris Generali disfrutaréis de las mejores vistas de la capital francesa desde un globo aerostático anclado junto al río Sena.,www.civitatis.com/es/paris/entrada-ballon-paris-generali/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-ballon-paris-generali-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",10 -12m,48.841497,2.274191,"Ballon Generali de Paris, Quai André Citroën, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",5.0,EUR,Entradas
58,Tour en bicitaxi por París,En este tour en bicitaxi por París recorreremos la capital francesa en un medio de transporte ecológico. ¡La forma más verde de descubrir la ciudad de la luz!,www.civitatis.com/es/paris/tour-bicitaxi-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-bicitaxi-paris-list.jpg,"['12', '09', '11']","[[], [], []]",30m -1h,0.0,0.0,,11.25,EUR,Español
59,Free tour de la Resistencia francesa,En este free tour de la Resistencia francesa recorreremos a pie los lugares históricos de París relacionados con la Segunda Guerra Mundial y la ocupación nazi.,www.civitatis.com/es/paris/free-tour-resistencia-francesa/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/free-tour-resistencia-francesa-list.jpg,['10'],[['10:30']],2h 30m,48.85529717736729,2.346918783047041,"Tribunal de commerce de Paris, Quai de la Corse, Quartier Les Îles, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France",2.5,EUR,Español
60,Tour por París para familias,"Este tour familiar por París en español es perfecto para conocer la ciudad con niños, ya que incluye actividades para los más pequeños de la casa.",www.civitatis.com/es/paris/tour-paris-familias/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-paris-familias-list.jpg,['09'],[['14:00']],2 horas,48.860678,2.340833,"Rue de l'Amiral de Coligny, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",13.75,EUR,Español
61,Pub Crawl ¡Tour de fiesta por París!,En este Pub Crawl por París pasaremos una noche de desenfreno en la Ciudad de la Luz mientras os dejáis llevar por el ritmo de la música.,www.civitatis.com/es/paris/pub-crawl-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/pub-crawl-paris-list.jpg,"['12', '09']","[['20:30'], ['20:30']]",5 horas,48.8530545,2.3449763,"La Mémoire de Paris, Rue de la Huchette, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",5.0,EUR,Inglés
62,Entrada a la Capilla Expiatoria,La Capilla Expiatoria de París está erigida sobre el lugar en el que fueron sepultados Luis XVI y María Antonieta. ¡Conoced sus esculturas!,www.civitatis.com/es/paris/entrada-capilla-expiatoria/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-capilla-expiatoria-list.jpg,['09'],[[]],Entradas,48.873714,2.323116,"Chapelle expiatoire, Rue d'Anjou, Quartier de la Madeleine, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",1.5,EUR,
63,Entrada a la Cripta Arqueológica de París,Con la entrada a la Cripta Arqueológica descubriréis los vestigios de la isla de la Cité y visitaréis una exposición sobre la catedral de Notre-Dame.,www.civitatis.com/es/paris/entrada-cripta-arqueologica-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-cripta-arqueologica-paris-list.jpg,"['09', '10', '12']","[[], [], []]",Entradas,48.85371,2.347497,"Accès Parking Notre-Dame, Quartier Les Îles, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France",3.0,EUR,
64,Entrada al Museo Quai Branly - Jacques Chirac,Con esta entrada al Museo Quai Branly - Jacques Chirac visitaréis una de las colecciones etnológicas más destacadas de París. ¡No os lo podéis perder!,www.civitatis.com/es/paris/entrada-museo-quai-branly-jacques-chirac/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-museo-quai-branly-jacques-chirac-list.jpg,"['09', '10', '12']","[[], [], []]",1h 30m -2h,48.861211,2.297972,"Esplanade David Ben-Gourion, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",3.81,EUR,Entradas
65,Taller de macarons en las Galerías Lafayette,¿Os gusta cocinar? En este taller de macarons en las Galerías Lafayette aprenderéis a elaborar estos ricos dulces en los grandes almacenes más famosos de París.,www.civitatis.com/es/paris/taller-macarons-galerias-lafayette/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/taller-macarons-galerias-lafayette-list.jpg,"['12', '11']","[['10:30', '14:00'], ['14:00', '17:00']]",1h 30m,48.873055,2.333181,"Galeries Lafayette, 40, Boulevard Haussmann, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",10.62,EUR,Inglés y francés
66,Tour gastronómico por el barrio de Belleville,"Si os gusta probar productos locales, este tour gastronómico por el barrio de Belleville es perfecto. ¡Degustaremos distintas especialidades de París!",www.civitatis.com/es/paris/tour-gastronomico-belleville/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-gastronomico-belleville-list.jpg,"['12', '09']","[['10:30'], ['10:30']]",3 horas,48.875091,2.389178,"134, Rue de Belleville, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",22.5,EUR,Español
67,Go City Paris Explorer Pass,"Con la tarjeta turística Go City Paris Explorer Pass tendréis acceso a 3, 4, 5, 6 o 7 atracciones de la capital francesa. ¡Ahorraréis hasta un 50% de dinero!",www.civitatis.com/es/paris/paris-explorer-pass/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/paris-explorer-pass-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",Entradas,0.0,0.0,,18.8,EUR,
68,Tour en sidecar por París,"En este tour en sidecar por París recorreremos los puntos más destacados de la Ciudad de la Luz de la forma más interesante y divertida, en un vehículo retro.",www.civitatis.com/es/paris/tour-sidecar-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-sidecar-paris-list.jpg,"['11', '09', '12', '10']","[['9:00', '11:00', '13:00', '15:00', '19:00', '21:00'], ['9:00', '11:00', '13:00', '15:00', '19:00', '21:00'], ['9:00', '11:00', '13:00', '15:00', '19:00', '21:00'], ['9:00', '11:00', '13:00', '15:00', '19:00', '21:00']]",2 -3h,48.85455685790708,2.28848924010744,"Square de la Place-des-Martyrs-Juifs-du-Vélodrome-d'Hiver, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",44.5,EUR,Inglés y francés
69,Entrada a Atelier des Lumières,Con esta entrada a Atelier des Lumières visitaréis a vuestro aire las impresionantes exposiciones de este centro de artes digitales de París. ¡Os encantará!,www.civitatis.com/es/paris/entrada-atelier-lumieres/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-atelier-lumieres-list.jpg,"['10', '12']","[[], []]",1 hora,48.86160256525939,2.3807222908794365,"Atelier des Lumières, 38, Rue Saint-Maur, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",3.4,EUR,Entradas
70,Tour gastronómico por Saint-Germain-des-Prés,En este delicioso tour gastronómico por Saint-Germain-des-Prés recorreremos uno de los barrios más pintorescos de París en busca de sus principales productos.,www.civitatis.com/es/paris/tour-gastronomico-saint-germain-pres/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-gastronomico-saint-germain-pres-list.jpg,['09'],"[['11:00', '14:35']]",3 horas,48.854028502828186,2.3334579273717613,"6, Place Saint-Germain des Prés, Quartier de Saint-Germain-des-Prés, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",30.0,EUR,Español
71,Tour por Montmartre para familias,¿Buscando planes con niños en París? En este tour por Montmartre para familias visitaremos sus calles bohemias y los más pequeños disfrutarán de sus carruseles.,www.civitatis.com/es/paris/tour-montmarte-familias/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/tour-montmarte-familias-list.jpg,"['10', '11', '12', '09']","[['10:30', '15:00'], ['10:30', '15:00'], ['10:30', '15:00'], ['10:30', '15:00']]",2 horas,48.88289788449861,2.3441718564968577,"Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",11.8,EUR,Español
72,Free tour por el cementerio Père Lachaise,"Jim Morrison, Édith Piaf… En este free tour por el cementerio Père Lachaise veremos las tumbas de famosos personajes en el camposanto más visitado del mundo.",www.civitatis.com/es/paris/free-tour-cementerio-pere-lachaise/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/free-tour-cementerio-pere-lachaise-list.jpg,"['12', '11']","[['14:00'], ['13:00']]",2 horas,48.86247124377561,2.387735129200521,"Boulevard de Ménilmontant, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",2.0,EUR,Español
73,Taller de chocolate en el Choco Story de París,"Si os apasiona el cacao, no os podéis perder este taller de chocolate en el museo Choco Story de París. ¡Aprenderéis a elaborar vuestras propias tabletas!",www.civitatis.com/es/paris/taller-choco-story/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/taller-choco-story-list.jpg,"['09', '10', '11', '12']","[['12:15', '15:15'], ['12:15', '15:15'], ['11:15', '12:15'], ['12:15', '16:15']]",1h 30m,48.8705899,2.3500828,"Boulevard de Bonne Nouvelle, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",8.0,EUR,Inglés y francés
74,Paseo en barco por el Sena,"Dar un paseo en barco por el Sena es imprescindible para ver París desde una perspectiva única. Además, la embarcación es panorámica y tiene parte descubierta.",www.civitatis.com/es/paris/paseo-barco-sena/,www.civitatis.com/f/francia/paris/paseo-barco-sena-list.jpg,,"['11', '12', '10', '09']","[[], [], [], []]",1 hora,48.860385,2.293544,"Bateaux Parisiens, Port de la Bourdonnais, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",11.85,EUR,Paseos en barco
75,Visita guiada por el Museo del Louvre,"En esta visita guiada por el Museo del Louvre recorreremos una de las pinacotecas más importantes del mundo, donde destacan las obras de Da Vinci o Delacroix.",www.civitatis.com/es/paris/visita-guiada-museo-louvre/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/visita-guiada-museo-louvre-list.jpg,"['10', '11', '09']","[['9:00', '12:30', '15:00'], ['12:30', '15:00'], ['9:00', '12:30', '15:00']]",2 -3h,48.861687,2.333069,"Jardin du Carrousel, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",20.25,EUR,Español
76,Entrada a la 3ª planta de la Torre Eiffel,¿Queréis disfrutar de las mejores vistas de París? Comprando las entradas para la cima de la Torre Eiffel subiréis a la tercera planta de la Dama de Hierro.,www.civitatis.com/es/paris/entrada-tercera-planta-torre-eiffel/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-tercera-planta-torre-eiffel-list.jpg,"['11', '12', '10', '09']","[['12:45', '14:15', '15:45', '16:15'], ['12:15', '13:45', '15:45'], ['10:15', '12:45', '13:45', '14:45', '15:15', '16:15', '16:45', '18:15', '19:45', '20:45'], ['12:45', '14:15', '14:45', '17:15', '18:15', '20:45']]",Español y otros idiomas,48.856132,2.292921,"Centre Sportif Émile Anthoine, 9, Rue Jean Rey, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",19.8,EUR,Entradas
77,Free tour por París,"Este free tour por París es la forma ideal de conocer la ciudad. Veremos el exterior de la Torre Eiffel, el Pont Neuf, el Louvre y Notre Dame.",www.civitatis.com/es/paris/visita-guiada-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/visita-guiada-paris-list.jpg,"['11', '12', '10', '09']","[['10:00', '10:30', '11:00', '16:00', '15:00'], ['10:00', '10:30', '11:00', '16:00'], ['10:00', '10:30', '11:00', '15:00', '11:30', '16:00'], ['10:00', '10:30', '11:00', '11:30', '15:00', '16:00']]",2h 45m,48.857162,2.351956,"10, Place de l'Hôtel-de-Ville - Esplanade de la Libération, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France",3.0,EUR,Español
78,Excursión al Palacio de Versalles,En esta excursión al Palacio de Versalles desde París conoceremos uno de los monumentos más famosos de Francia. Visitaremos sus lujosas salas y sus jardines.,www.civitatis.com/es/paris/excursion-palacio-versalles/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/excursion-palacio-versalles-list.jpg,"['12', '09', '10']","[['8:15', '11:00', '14:00'], ['8:15', '11:00', '14:00'], ['8:15', '11:00']]",4 -5h,48.8558546,2.292827,"30, Rue Jean Rey, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",21.8,EUR,Español
79,,"Servicio privado, puerta a puerta y al mejor precio. Un chófer os esperará en el aeropuerto, en el hotel o donde queráis para llevaros a vuestro destino. Rápido y seguro.",,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.comhttps://www.civitatis.com/f/images/promos/traslados-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",Precio final,,,,,,"Seguro, sin contratiempos"
80,"Autobús turístico de París, Big Bus",El autobús turístico de París es una forma cómoda de recorrer los lugares de interés de la capital francesa. Podréis subir y bajar en cualquiera de sus paradas.,www.civitatis.com/es/paris/autobus-turistico-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/autobus-turistico-paris-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",1 -2d,0.0,0.0,,11.28,EUR,Español
81,Tour nocturno por París,"Muchas ciudades se proclaman la Ciudad de la Luz, pero no hay ninguna como la capital francesa. En este tour nocturno por París os enamoraréis de su magia.",www.civitatis.com/es/paris/paseo-nocturno-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/paseo-nocturno-paris-list.jpg,"['12', '09', '11', '10']","[['19:00'], ['19:00'], ['19:00'], ['19:00']]",2 horas,48.87087918786677,2.33224024610503,"Place de l'Opéra, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",3.0,EUR,Español
82,Free tour por Montmartre,Recorreremos uno de los barrios más artísticos de París en este free tour por Montmartre. Pasaremos junto a los cabarets más importantes de la capital francesa.,www.civitatis.com/es/paris/free-tour-montmartre/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/free-tour-montmartre-list.jpg,"['09', '11', '12', '10']","[['10:00', '11:00', '15:30'], ['10:00', '11:00', '15:30'], ['10:00', '11:00', '15:30'], ['10:00', '11:00', '15:30']]",2h 15m -2h 30m,48.883947,2.332377,"Boulevard de Clichy, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",2.5,EUR,Español
83,Crucero por el Sena con cena gourmet,¿Buscando un plan en la ciudad del amor? En este crucero por el Sena con cena gourmet admiraréis la iluminación de París mientras disfrutáis de un menú de lujo.,www.civitatis.com/es/paris/paseo-barco-cena-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/paseo-barco-cena-paris-list.jpg,"['10', '11', '09', '12']","[['21:15'], ['21:15'], ['21:15'], ['21:15']]",2 horas,48.860775,2.326453,"Musée d'Orsay, Promenade Édouard Glissant, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",20.0,EUR,Paseos en barco
